"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
1643;"03014080";"11600";"11557";"Abzweig/Straba";"Leipziger Str.";"W";"beschränkt öffentlicher Weg";"Bürgerstraße";0;"AKT";"S";99.58;2024-02-06;"SRID=4326;LINESTRING(13.71825380896342849724 51.07756444660410721781,13.71786923976866390262 51.07751772515832300314,13.71748095549223656064 51.07748292577261395309,13.71684360139636105202 51.07749252721479393813)"
1636;"03014020";"11596";"11586";"Leisniger Str.";"Oschatzer Str.";"U";"übrige Straße";"Bürgerstraße";0;"AKT";"S";145.43;2024-02-06;"SRID=4326;LINESTRING(13.72702951305582175223 51.07667830039054734925,13.72600429325017579174 51.07684171700137909511,13.72502419222911562713 51.07701558715821477108)"
1645;"03015030";"11581";"11595";"Harkortstr.";"Bürgerstr.";"U";"übrige Straße";"Moritzburger Platz";0;"AKT";"S";34.53;2024-02-06;"SRID=4326;LINESTRING(13.72944107658696744068 51.07634227169928209378,13.72935975866742985829 51.07633303879811137449,13.72923238250136002137 51.07632954795347757226,13.72908888892802892201 51.07634238539906590404,13.72895474972383134116 51.07636215895167453027)"
1653;"03016015";"11603";"11581";"Liststr.";"Moritzburger Platz";"U";"übrige Straße";"Harkortstraße";0;"AKT";"S";105.09;2024-02-06;"SRID=4326;LINESTRING(13.73070162656323134343 51.07684862009956106021,13.73036318178668224732 51.07669484755889044436,13.73009778852734541488 51.07657593978741772389,13.73003719894719942829 51.07655082097480203629,13.73000081134265926153 51.0765364138753668044,13.72985395898906446632 51.07647827301230591956,13.72962379531415066936 51.07638720931294074035,13.72953020135438073623 51.07636168206792603996,13.72944107658696744068 51.07634227169928209378)"
1650;"03016010";"11605";"11603";;;"SB";"Straßenbahn (eigene Trasse)";"Harkortstraße";5;"AKT";"S";75.44;2024-02-06;"SRID=4326;LINESTRING(13.73159276551993102089 51.077229404860723605,13.73070162656323134343 51.07684862009956106021)"
1651;"03016010";"11605";"11607";;;"SB";"Straßenbahn (eigene Trasse)";"Harkortstraße";5;"AKT";"S";67.05;2024-02-06;"SRID=4326;LINESTRING(13.73159276551993102089 51.077229404860723605,13.7318191189465323987 51.07730823170388134713,13.73182248873309951875 51.07730940585867074333,13.73182543929335963639 51.07731004039092681523,13.73201919759812028587 51.07735174596600558061,13.73211976124262712062 51.07736720017643250458,13.73212641289995161742 51.0773682219699480811,13.7322162378620760137 51.07738202633665025587,13.73236503738599978419 51.07742585792168910075,13.73243571428218423591 51.07745607503141371808,13.73244705518483677054 51.07746092285232464292,13.73246222782068848289 51.07746952716612298673)"
1652;"03016010";"11605";"11608";;;"SB";"Straßenbahn (eigene Trasse)";"Harkortstraße";5;"AKT";"S";70.05;2024-02-06;"SRID=4326;LINESTRING(13.73159276551993102089 51.077229404860723605,13.73187652906940847686 51.07731964596805340761,13.73201843682772604893 51.07733476911937486875,13.73217692313757076761 51.07732199716240728549,13.73230576962829019294 51.07728898080036117335,13.73250919891680510432 51.07720968024582930411)"
1715;"03037020";"11632";"11647";"Trachenberger Platz";"Kleiststr.";"U";"übrige Straße";"Trachenberger Straße";0;"AKT";"S";167.74;2024-02-06;"SRID=4326;LINESTRING(13.72780609939823470711 51.08463451516165321209,13.72793727830270604784 51.08479730565370147133,13.72810647622009128099 51.08508830952424517591,13.72829768358384328053 51.0853830453850079607,13.7286922960813324579 51.08603465702904600221)"
1716;"03037030";"11647";"11648";"Kleiststr.";"Seumestr.";"U";"übrige Straße";"Trachenberger Straße";0;"AKT";"S";175.34;2024-02-06;"SRID=4326;LINESTRING(13.7286922960813324579 51.08603465702904600221,13.7291808611382464278 51.08676039676226565689,13.72966944402963918037 51.08748613989877895847)"
1922;"03096015";"11785";"11549";"Erfurter Straße";"Leipziger Str./HN 22";"S";"Staatsstraße";"Alexander-Puschkin-Platz";0;"AKT";"S";32.15;2024-02-06;"SRID=4326;LINESTRING(13.72938438030917751576 51.07040101197123505017,13.72921872667276410596 51.07050401378414505871,13.72905398871542637096 51.07060159453531156259)"
1921;"03096010";"11548";"11785";"Leipziger Str./HN 1";"Erfurter Straße";"S";"Staatsstraße";"Alexander-Puschkin-Platz";0;"AKT";"S";36.28;2024-02-06;"SRID=4326;LINESTRING(13.72970837864727400301 51.07014736320429904026,13.72956005372696886013 51.07027990290762176073,13.72939298824167941859 51.07039565947381731803,13.72938438030917751576 51.07040101197123505017)"
1926;"03097020";"11787";"11535";"Abzweig zur Antonstr.";"Leipziger Str.";"H";"sonstige Hauptverkehrsstraße";"Eisenbahnstraße";0;"AKT";"S";98.61;2024-02-06;"SRID=4326;LINESTRING(13.73741640816048104057 51.06445645088172113901,13.73729719696473416946 51.06434524603209013094,13.7371624285735336457 51.06424889283665891071,13.73692566340800169655 51.06408955111427871998,13.73665587530073040057 51.06393042749974853223,13.73644143364102276905 51.06382257367687316219)"
1925;"03097010";"11786";"11787";"Hansastr.";"Abzweig zur Antonstr.";"H";"sonstige Hauptverkehrsstraße";"Eisenbahnstraße";0;"AKT";"S";192.22;2024-02-06;"SRID=4326;LINESTRING(13.73909987253068365476 51.06577688617181109976,13.7385517653075037714 51.06552918817344988156,13.73847674701844745471 51.06548840615184303715,13.73844240655027704179 51.06546973863240168612,13.73842921111541492962 51.06546126971921495397,13.73811259762910985671 51.06525807283252760271,13.73800929292324113362 51.06517038412759745825,13.73791696120742322762 51.06506783082095068949,13.73774636526920289725 51.06483124353245273142,13.73760055608527608229 51.06465485659854408595,13.73741640816048104057 51.06445645088172113901)"
1960;"04001040";"11811";"11812";"Conradstraße";"Großenhainer Platz";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";140.56;2024-02-06;"SRID=4326;LINESTRING(13.73681319193978467297 51.0715137818129036873,13.73636769215877606598 51.07200282566500249004,13.73583622310571072944 51.07261751326334575651)"
1956;"04001020";"11805";"11568";"Abzweig/HN 2";"Auenstraße";"S";"Staatsstraße";"Großenhainer Straße";20;"AKT";"G";233.78;2024-02-06;"SRID=4326;LINESTRING(13.73828845275425436512 51.06916843682995477138,13.73770491495720591502 51.07015424356681876361,13.73710760771517769285 51.07113438863178345173)"
1984;"04001200";"11726";"11727";"Wahnsdorfer Straße";"Platanenstr./Dippelsdorfer Str.";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";122.89;2024-02-06;"SRID=4326;LINESTRING(13.72036740699557988421 51.09325133632273718831,13.72016130493517671596 51.09352023005713760995,13.71994002180882787911 51.09379562717766276592,13.71985117239072060613 51.09394948826400906228,13.71978096409400116329 51.0940985579074364864,13.71972116955573284258 51.09427304646813894351)"
1986;"04001210";"11727";"11819";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"S";158.01;2024-02-06;"SRID=4326;LINESTRING(13.71972116955573284258 51.09427304646813894351,13.71957209143803346763 51.09460124812019188312,13.71928552002547974098 51.09544805332836858724,13.71926461700880750527 51.09566120247991705128)"
1983;"04001190";"11729";"11726";"Burgsdorffstraße";"Wahnsdorfer Straße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";90.18;2024-02-06;"SRID=4326;LINESTRING(13.7209232214194205568 51.09251999186167125799,13.72070384041638924089 51.0928178285709648776,13.72049884871131553155 51.0930749886244726099,13.72036740699557988421 51.09325133632273718831)"
1982;"04001180";"11684";"11729";"Bolivarstraße";"Burgsdorffstraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";34.89;2024-02-06;"SRID=4326;LINESTRING(13.72114593021892758884 51.09223963453041506,13.72104388844795330726 51.09235514438837100215,13.7209232214194205568 51.09251999186167125799)"
1981;"04001170";"11817";"11684";"Duckwitzstraße";"Bolivarstraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";127.11;2024-02-06;"SRID=4326;LINESTRING(13.72212350035886707644 51.09127693367167211136,13.72200572611836832948 51.09140505030448053958,13.72145206259482463906 51.09193203804959892977,13.72114593021892758884 51.09223963453041506)"
1979;"04001140";"11816";"11673";"Rückertstraße";"Hubertusstr./Hubertusplatz";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";176.87;2024-02-06;"SRID=4326;LINESTRING(13.72461338432663957576 51.08805401267355961181,13.72438811751796094995 51.08830964272867447562,13.72395618065091582594 51.0887996854062436114,13.72365530222009333272 51.0891778801972122892,13.72345042364087674969 51.0894646960554084103)"
1978;"04001130";"11815";"11816";"Hans-Sachs-Straße";"Rückertstraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";219.41;2024-02-06;"SRID=4326;LINESTRING(13.72618045551620369338 51.08634577585826264112,13.72539696850528834204 51.08719907368375601209,13.72461338432663957576 51.08805401267355961181)"
1977;"04001120";"11632";"11815";"Trachenberger Platz";"Hans-Sachs-Straße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";221.86;2024-02-06;"SRID=4326;LINESTRING(13.72780609939823470711 51.08463451516165321209,13.72720640622196519587 51.08522262385864110001,13.72688829257958076369 51.08555615808973726644,13.72618045551620369338 51.08634577585826264112)"
1976;"04001110";"11644";"11646";"Heidestraße";"Trachenberger Platz";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";222.84;2024-02-06;"SRID=4326;LINESTRING(13.72984921451442374973 51.08269621311372787886,13.728964445569578956 51.08353535514672216777,13.72809474533726259438 51.08436759507110025424)"
1975;"04001100";"11642";"11644";"Zeithainer Straße";"Heidestraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";162.24;2024-02-06;"SRID=4326;LINESTRING(13.73098674879290648221 51.08142740886069788075,13.73088406448259313208 51.08157815069399276808,13.73080725491924525272 51.08168054011886027865,13.73062183942649205903 51.08188830358121634845,13.72984921451442374973 51.08269621311372787886)"
24139;"04001150";"20706";"11817";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"S";78.83;2024-02-06;"SRID=4326;LINESTRING(13.72265829158403072086 51.09065380822725899179,13.72244874903439892933 51.09092617112905543308,13.72212350035886707644 51.09127693367167211136)"
24732;"04001070";"11609";"11602";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"G";127.47;2024-02-06;"SRID=4326;LINESTRING(13.73316517984919826745 51.07625897291971739378,13.73292315998596002657 51.07681137442304475371,13.73277362170466631142 51.07715268187659773957,13.73268113129705270126 51.07736377889827394938)"
23640;"04001150";"11670";"20706";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"S";99.06;2024-02-06;"SRID=4326;LINESTRING(13.72321558468614988158 51.08983523401683157772,13.72305910157652775183 51.09007376466321659336,13.72267357562004974625 51.09063394280361336541,13.72265829158403072086 51.09065380822725899179)"
24711;"04001075";"11602";"11634";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"G";71.78;2024-02-06;"SRID=4326;LINESTRING(13.73268113129705270126 51.07736377889827394938,13.7326436246176672995 51.0775375123257262544,13.73264207691614302576 51.0775446781274737873,13.73263773064143933311 51.07756482083183158238,13.73263131583073004549 51.07770293797778293765,13.73264088745479227782 51.07783623292896635348,13.73263542804249048856 51.07800714742623426901)"
1955;"04001010";"11810";"11805";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"G";102.94;2024-02-06;"SRID=4326;LINESTRING(13.73880709882257278309 51.06830243472045793851,13.73872380092776168681 51.06844152488222476904,13.73866724948203810186 51.06853595465813810961,13.73828918736569093539 51.06916719385449709989,13.73828845275425436512 51.06916843682995477138)"
1974;"04001090";"11641";"11642";"Weinböhlaer Straße";"Zeithainer Straße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";216.22;2024-02-06;"SRID=4326;LINESTRING(13.73197323401235614426 51.07958530547535502819,13.73165476137740270701 51.08016802598608308017,13.73098674879290648221 51.08142740886069788075)"
1973;"04001080";"11634";"11641";"Pestalozziplatz";"Weinböhlaer Straße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";182.01;2024-02-06;"SRID=4326;LINESTRING(13.73263542804249048856 51.07800714742623426901,13.73259985724603637891 51.07817708974837955793,13.73253732218516631747 51.07843447023297045462,13.73237370364851628324 51.07881229094491715159,13.7321335173984273581 51.07928417518045449697,13.73197323401235614426 51.07958530547535502819)"
1972;"04001075";"11607";"11634";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"G";62.59;2024-02-06;"SRID=4326;LINESTRING(13.73246222782068848289 51.07746952716612298673,13.73251933931434543013 51.07750191367770753459,13.73256560331893716409 51.07756071592070412635,13.73256776885796526244 51.07756965310618824105,13.73256964554298953374 51.07757740639949162187,13.73258854687296981467 51.07765545248088301378,13.73260995289676245079 51.07780646305307925559,13.73263542804249048856 51.07800714742623426901)"
1967;"04001070";"11608";"11609";;;"SB";"Straßenbahn (eigene Trasse)";"Großenhainer Straße";5;"AKT";"G";118.34;2024-02-06;"SRID=4326;LINESTRING(13.73250919891680510432 51.07720968024582930411,13.73260442500181000014 51.07716995273823101797,13.7326814209769114683 51.07712656795632000239,13.73276165731211051479 51.07706730002420414394,13.73281972592630140184 51.07699717836897690404,13.73289327926247693767 51.07687416227878429709,13.73316517984919826745 51.07625897291971739378)"
1962;"04001060";"11611";"11609";"Kunzstr./Fritz-Reuter-Str.";"Liststraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";120.72;2024-02-06;"SRID=4326;LINESTRING(13.73380275514122139668 51.07525107663080632392,13.73373296046601055309 51.07534943697866225421,13.7336452007315550361 51.07547471158063245866,13.73345749523976877526 51.0757567096108999749,13.73316517984919826745 51.07625897291971739378)"
1961;"04001050";"11813";"11611";"Großenhainer Platz";"Kunzstr./Fritz-Reuter-Str.";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";281.87;2024-02-06;"SRID=4326;LINESTRING(13.73553388195497149127 51.07296329125735923071,13.73466661305113589719 51.07411141918235841786,13.73380275514122139668 51.07525107663080632392)"
1959;"04001030";"11568";"11811";"Auenstraße";"Conradstraße";"S";"Staatsstraße";"Großenhainer Straße";0;"AKT";"S";46.98;2024-02-06;"SRID=4326;LINESTRING(13.73710760771517769285 51.07113438863178345173,13.73696478609610593935 51.0713283310242331936,13.73681319193978467297 51.0715137818129036873)"
1991;"04002020";"11812";"11813";"Großenhainer Str./HN 28";"Großenhainer Platz/HN 4";"S";"Staatsstraße";"Großenhainer Platz";0;"AKT";"S";43.91;2024-02-06;"SRID=4326;LINESTRING(13.73583622310571072944 51.07261751326334575651,13.7356829694551052512 51.07278957586593293172,13.73553388195497149127 51.07296329125735923071)"
1994;"04003010";"11822";"11823";"Bischofsplatz/Johann-Meyer-Str.";"Helgolandstr.";"H";"sonstige Hauptverkehrsstraße";"Fritz-Reuter-Straße";0;"AKT";"S";135.34;2024-02-06;"SRID=4326;LINESTRING(13.74496346243965483325 51.07232139108744206624,13.74406159556783713072 51.0725667453996408085,13.74318851008949238235 51.07280151462058626066)"
1999;"04003040";"11825";"11611";"Hansastr.";"Großenhainer Str.";"H";"sonstige Hauptverkehrsstraße";"Fritz-Reuter-Straße";20;"AKT";"S";450.69;2024-02-06;"SRID=4326;LINESTRING(13.73921160139713926185 51.07395223958279473209,13.73905913234479569951 51.07399458606869302457,13.73736510415226241832 51.07446506994219959097,13.73514056424111728916 51.07507652690323141087,13.73426197984684904441 51.07531343007771340581,13.73365950799097490176 51.07547206891033653164,13.73380275514122139668 51.07525107663080632392)"
1996;"04003030";"11824";"11825";"Friedensstr.";"Hansastr.";"H";"sonstige Hauptverkehrsstraße";"Fritz-Reuter-Straße";20;"AKT";"S";170.54;2024-02-06;"SRID=4326;LINESTRING(13.74142605538282779776 51.07331587729321142888,13.74033593241601813872 51.07362920390725946618,13.73932204275203261545 51.07392050890545931452,13.73921160139713926185 51.07395223958279473209)"
1995;"04003020";"11823";"11824";"Helgolandstr.";"Friedensstr.";"H";"sonstige Hauptverkehrsstraße";"Fritz-Reuter-Straße";0;"AKT";"S";136.1;2024-02-06;"SRID=4326;LINESTRING(13.74318851008949238235 51.07280151462058626066,13.74232783700293047957 51.07304898109184421173,13.74142605538282779776 51.07331587729321142888)"
2011;"04009010";"11646";"11632";"Großenhainer Str. /HN 108";"HN 129";"S";"Staatsstraße";"Trachenberger Platz";0;"AKT";"S";35.93;2024-02-06;"SRID=4326;LINESTRING(13.72809474533726259438 51.08436759507110025424,13.72785844859459913891 51.08458062336963934058,13.72780609939823470711 51.08463451516165321209)"
2021;"04013010";"11673";"11670";"Großenhainer Str.";"Boxdorfer Str.";"S";"Staatsstraße";"Hubertusplatz";0;"AKT";"S";44.38;2024-02-06;"SRID=4326;LINESTRING(13.72345042364087674969 51.0894646960554084103,13.72331897946196299642 51.08966038435226408865,13.72321558468614988158 51.08983523401683157772)"
2048;"04019010";"11857";"11819";;;"SB";"Straßenbahn (eigene Trasse)";"Buchholzer Straße";5;"AKT";"S";111.83;2024-02-06;"SRID=4326;LINESTRING(13.72046103361696367529 51.09553815664882847614,13.72041432425115559113 51.09563038569532977817,13.72033119391757693961 51.09570809642406175044,13.72021840550817373128 51.095759984173042767,13.71982729048675686556 51.09587044855161508394,13.71969537383540505004 51.09588175394877396229,13.71958771540777100029 51.09586995164025324812,13.71948732963497619153 51.09583910565233111356,13.71939386739607158461 51.09580196040646882238,13.71934082916594910273 51.09576738202924417465,13.71926461700880750527 51.09566120247991705128)"
